,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svm__C,param_svm__gamma,param_svm__kernel,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_train_r2,split1_train_r2,split2_train_r2,split3_train_r2,split4_train_r2,mean_train_r2,std_train_r2,split0_test_mse,split1_test_mse,split2_test_mse,split3_test_mse,split4_test_mse,mean_test_mse,std_test_mse,rank_test_mse,split0_train_mse,split1_train_mse,split2_train_mse,split3_train_mse,split4_train_mse,mean_train_mse,std_train_mse,split0_test_evs,split1_test_evs,split2_test_evs,split3_test_evs,split4_test_evs,mean_test_evs,std_test_evs,rank_test_evs,split0_train_evs,split1_train_evs,split2_train_evs,split3_train_evs,split4_train_evs,mean_train_evs,std_train_evs
0,161.77462582588197,2.5348101303435007,40.34910950660706,0.38596325085707367,0.1,0.001,rbf,"{'svm__C': 0.1, 'svm__gamma': 0.001, 'svm__kernel': 'rbf'}",0.4256439193832515,0.41710598323220915,0.4035639996684359,0.40365280398217374,0.4165402307426187,0.41330138740173783,0.008546520148079474,9,0.4479318430572652,0.4489943221497136,0.4460095941240457,0.4488816560188328,0.45164318366155,0.44869211980228146,0.0018226350639151837,0.04173271912609777,0.0450996613841362,0.04732470028109021,0.04584945046510356,0.04467428326509155,0.044936162904303856,0.0018382910383008255,4,0.042846164331210114,0.042124635711419646,0.042074229517230506,0.04217886016241789,0.042012111970417716,0.042247200338539175,0.0003045113389874853,0.42630161273874245,0.42005972476510545,0.41033849595023253,0.4102646341953936,0.4166458971974394,0.4167220729693827,0.006088708820919383,9,0.4499949967017748,0.4510156944694875,0.44851141508921666,0.4512208533647215,0.4532492767871076,0.45079844728246166,0.0015561643607272884
1,145.02481384277343,3.7664101289349827,39.820123529434206,1.011093753307234,0.1,0.01,rbf,"{'svm__C': 0.1, 'svm__gamma': 0.01, 'svm__kernel': 'rbf'}",0.590378613843026,0.5825463106884659,0.5790011506860557,0.5798440830989163,0.567761206055291,0.579906272874351,0.007279635798685135,7,0.699886873503885,0.6974668629031451,0.6977125572715661,0.6982745143944,0.7051743628656431,0.699703034187728,0.002862598943744553,0.029763094417274177,0.03229921647833411,0.033404496628960265,0.03230319187918267,0.033095612304897874,0.03217312234172982,0.0012812745825866707,6,0.023291863828943143,0.023128796495452245,0.02295799911087384,0.02309202225580631,0.022587934188080673,0.023011723175831243,0.0002371144328091756,0.5904992263184325,0.582890962931514,0.5808716934193945,0.5823592204594321,0.5682923362327275,0.5809826878723001,0.007171585656831423,7,0.7002576089110226,0.697888438006691,0.698212686998906,0.6986885640691176,0.7054434549039734,0.700098150577942,0.00279365144494279
2,160.87343616485595,7.4344930611630815,51.92662844657898,7.590956508495369,0.1,0.1,rbf,"{'svm__C': 0.1, 'svm__gamma': 0.1, 'svm__kernel': 'rbf'}",0.10824110143925714,0.09213326569211566,0.08704611682744778,0.09361448256511273,0.09446151204505393,0.09509929571379745,0.007056479576749495,12,0.5022542960914995,0.5041887902811316,0.5068545723519469,0.5029742688729388,0.5070252579101002,0.5046594371015234,0.0019627394392644796,0.06479521136412701,0.0702434424121363,0.07243906951890947,0.0696863809562976,0.06933517107757325,0.06929985506580873,0.0024974983013612644,1,0.03863018353190334,0.0379049934159127,0.037453200792222544,0.0380389784504219,0.03776903914783423,0.03795927906765894,0.00038774171086045566,0.10825874245436107,0.09392397147116593,0.09028749946936665,0.10084145139901712,0.09476792721362515,0.09761591840150718,0.006310642073920789,12,0.5034956018391872,0.5054607367813895,0.5080767690842399,0.5041489187052446,0.5078410377144315,0.5058046128248985,0.0018708728380552905
3,125.2381230354309,5.044574753865993,45.532318687438966,3.3674048255775033,0.1,scale,rbf,"{'svm__C': 0.1, 'svm__gamma': 'scale', 'svm__kernel': 'rbf'}",0.5937893867601924,0.5859774937978814,0.5820694162311881,0.5836373222678901,0.5705200428107638,0.5831987323735832,0.007511329582237489,5,0.712750452710363,0.7101204684724481,0.7107085114618797,0.7113370789926623,0.7179024828977093,0.7125637989070126,0.0028090277057952495,0.029515267619650377,0.03203373906403555,0.03316104259998571,0.032011553161768534,0.03288437399646574,0.03192119528838118,0.00128640997925906,8,0.022293517842787186,0.02216142257088134,0.021970987867359452,0.022092302156539425,0.02161277497052835,0.02202620108161915,0.0002315521981868532,0.593876547719528,0.5862676082591264,0.5839296541716369,0.5860235994634058,0.5710514768790397,0.5842297772985472,0.007405246901707492,5,0.7130832389793585,0.7104901338287386,0.7112070601951253,0.7116895790498037,0.7181583490035932,0.7129256722113239,0.002750241243162802
4,120.43903169631957,12.523933048255165,40.12851181030273,4.527954256319153,1,0.001,rbf,"{'svm__C': 1, 'svm__gamma': 0.001, 'svm__kernel': 'rbf'}",0.5844172443188451,0.5865404656776704,0.5878401243056711,0.5873321480666939,0.56795602610797,0.5828172016953701,0.007521859653082742,6,0.69034198927035,0.6870697603340454,0.6868521129332115,0.6854253933462733,0.6945303494860391,0.6888439210739838,0.0032674440846724405,0.030196247592378336,0.03199018081773881,0.03270316106720975,0.03172748084019033,0.033080695344590266,0.0319395531324215,0.0009971915214303582,7,0.024032644968462552,0.02392365973513121,0.023782823553507526,0.024075406833397945,0.023403420507562375,0.02384359111961232,0.00024221219247464004,0.5847300326906967,0.586766943958865,0.5888240737764503,0.5888507897071633,0.5687885184719619,0.5835920717210274,0.007557088302496663,6,0.6904806230829352,0.6874478384180421,0.6871310035474437,0.6856859457867795,0.6946564871042138,0.6890803795878828,0.003195030370042031
5,106.75953302383422,5.235161569240024,41.13640494346619,2.0545536083720983,1,0.01,rbf,"{'svm__C': 1, 'svm__gamma': 0.01, 'svm__kernel': 'rbf'}",0.6450044859279173,0.6578744031559614,0.6565835364711239,0.6687472753221722,0.6348022558293679,0.6526023913413086,0.011652243516064439,1,0.9015734382460919,0.9017719684134691,0.9000660768844153,0.8995465786791552,0.9017714851824375,0.9009459094811139,0.0009476257743158279,0.02579397795159846,0.026470933179364636,0.02724865903309212,0.02546797485250967,0.027962420599481383,0.026588793123209255,0.0009191442957354453,12,0.007638913033524934,0.007509577874725142,0.007589739412678303,0.007688023556104216,0.007525733683332541,0.007590397512073027,6.722835401549853e-05,0.6452379227108518,0.6586467410988099,0.6566754934734027,0.6687940725715991,0.6367454646402758,0.6532199388989879,0.011127134075886273,1,0.9018108998490446,0.9019672285900938,0.9001524837555076,0.8997994590558058,0.9018920444310656,0.9011244231363034,0.0009456225184287636
6,143.72229738235472,1.7898535025937405,46.01116991043091,1.5851165066715056,1,0.1,rbf,"{'svm__C': 1, 'svm__gamma': 0.1, 'svm__kernel': 'rbf'}",0.19525234932683166,0.17807879782169433,0.17455352692379733,0.1883095782792057,0.1744768400500193,0.18213421848030967,0.008279724526459451,11,0.8951356413547852,0.8944635571576655,0.8936747927807922,0.8928698213841114,0.8923876599334719,0.8937062945221653,0.0010055800232640828,0.05847297313692102,0.0635936668354082,0.06549572278450372,0.062405860264284886,0.06320856626745454,0.06263535785771447,0.0023154579331707116,2,0.008138552253912886,0.008068309252922687,0.008075141960147464,0.00819901727526026,0.008244671253403798,0.00814513839912942,6.878272873178338e-05,0.1978207217917437,0.17808143827494238,0.1747644369322393,0.19019291019028706,0.17662539918038545,0.18349698127391958,0.008975623472454319,11,0.895155680553087,0.8944702016119344,0.8936941655291353,0.892900229327517,0.8924082196888984,0.8937256993421144,0.0010017262756362574
7,100.9698399066925,4.23198097879709,38.50284609794617,3.788741942912327,1,scale,rbf,"{'svm__C': 1, 'svm__gamma': 'scale', 'svm__kernel': 'rbf'}",0.645423052404424,0.655902523960491,0.6551282889766327,0.6670296998442036,0.6348126338822728,0.6516592398136047,0.01085346920396395,2,0.9046717215534846,0.904937821294005,0.9028714151401566,0.9025840795606961,0.9042135820075471,0.903855723911178,0.0009540222666301113,0.025763564906818116,0.02662350136748787,0.027364126830933498,0.025600028616362434,0.02796162597387111,0.026662569539094606,0.0009075746931062343,11,0.007398454398003666,0.007267546976189167,0.007376680766908258,0.007455553840071483,0.007338633528465901,0.007367373901927696,6.264142500337308e-05,0.645799162775224,0.65668422839536,0.655219399489928,0.6670845336262516,0.6367922296243789,0.6523159107822285,0.01028666464342363,2,0.9049404474377207,0.905156268384064,0.9029779343735999,0.9028537286559191,0.9043618453862307,0.9040580448475068,0.0009689210659240857
8,116.56831736564637,4.657005852848735,40.7442533493042,3.432045415452075,100,0.001,rbf,"{'svm__C': 100, 'svm__gamma': 0.001, 'svm__kernel': 'rbf'}",0.5116460082483282,0.5403171196404797,0.5629328414844421,0.5664591184357743,0.5318052585712468,0.5426320692760542,0.02031041320989563,8,0.9072896680011995,0.9053182631594314,0.9043660730973262,0.9037139420983591,0.9038639795450686,0.9049103851802769,0.0013152997858379904,0.03548380640455064,0.03556657239897119,0.03467944971121473,0.03333227909280235,0.0358486833264208,0.03498215818679194,0.0009118980391860246,5,0.007195274840736182,0.007238462021832649,0.00726316511524228,0.007369081824579159,0.0073654181646027345,0.0072862803933986,6.960141836997625e-05,0.5116519227728578,0.5406248675614724,0.5634002186980274,0.5672051954845061,0.5341822414217698,0.5434128891877267,0.02033373595897794,8,0.9073075632503711,0.9053514826679597,0.904368253597317,0.9037247798152218,0.9038676008356037,0.9049239360332946,0.001321141740289713
9,97.30042600631714,3.098123093078054,37.227058267593385,3.592381287153653,100,0.01,rbf,"{'svm__C': 100, 'svm__gamma': 0.01, 'svm__kernel': 'rbf'}",0.6318348166607697,0.6475822080684448,0.6465139617900513,0.654489642196741,0.6321901259534809,0.6425221509338975,0.009008101168436672,4,0.9128171272973569,0.9119701021426027,0.9117009466063688,0.9107051191661583,0.9105547713990668,0.9115496133223108,0.0008377571390099721,0.026750886265199485,0.02726726064198016,0.02804763763846621,0.026564156151087516,0.028162425871737107,0.0273584733136941,0.0006526421239720067,9,0.006766287176153672,0.006729925893729004,0.006706099237880468,0.006834024548526159,0.006852806142347068,0.006777828599727274,5.71884457031695e-05,0.6322511913256359,0.6485394452239203,0.6466657237648983,0.6545097530595456,0.6342612001314375,0.6432454627010876,0.008581371113916702,4,0.913077626398667,0.9122426344928133,0.9118288389076782,0.9110502653795266,0.910729780175248,0.9117858290707866,0.0008408988749724497
10,138.1861011981964,1.023098131533937,57.994527101516724,3.683516214648219,100,0.1,rbf,"{'svm__C': 100, 'svm__gamma': 0.1, 'svm__kernel': 'rbf'}",0.19570724350374535,0.17808274124817725,0.17459865518117967,0.18887128994210856,0.1754048982182771,0.18253296561869758,0.008334303533625567,10,0.8967958212018431,0.8956607108470415,0.8953992368934739,0.895213384507922,0.8950875453819567,0.8956313397664474,0.0006133759610763572,0.0584399205210301,0.06359336172471233,0.06549214204616191,0.06236267372591276,0.06313750681197913,0.06260512096595924,0.0023239027782797567,3,0.008009705230856303,0.007976786306639642,0.00794417460653078,0.008019656848664876,0.008037820738575814,0.007997628746253482,3.3281308164187726e-05,0.19831183393724872,0.1780882373409267,0.17477947886815404,0.19075847108159893,0.1777498502990753,0.18393757430540075,0.00905005365879631,10,0.896814135155143,0.8956682287518154,0.8954233049856857,0.8952419251960763,0.8951170256908152,0.8956529239559071,0.0006095043049241153
11,103.21800265312194,4.5783937027583885,32.2717080116272,0.8115285488715357,100,scale,rbf,"{'svm__C': 100, 'svm__gamma': 'scale', 'svm__kernel': 'rbf'}",0.6348443627966865,0.647945929030624,0.6473560494340125,0.6550005194062228,0.6326094653977071,0.6435512652130506,0.008490088427155254,3,0.9125373538411878,0.911590473992499,0.9113908160344881,0.9105431245976905,0.9102172470043401,0.9112558030940411,0.0008196480723445471,0.026532212609908186,0.027239118832730582,0.02798082150842256,0.026524877959681063,0.028130317935418835,0.027281469769232243,0.0006848718308191269,10,0.006788000472470039,0.0067589486391774825,0.006729652903653771,0.006846422514090354,0.006878665422730763,0.006800337990424482,5.499207981320942e-05,0.6353635996881438,0.6488999217519267,0.6474801113926958,0.65502182808718,0.6346879236509667,0.6442906769141826,0.007980987580476323,3,0.912822768476666,0.9118707465346573,0.9115331987075073,0.9108925447511523,0.9104143853090916,0.9115067287558147,0.0008289277828250761
