,test_rmse,train_rmse,test_evs,train_evs,test_r2,train_r2
0,0.2251542242210417,0.22147931173666566,0.3026065615900829,0.370002071226745,0.3023063993750753,0.3679563400332031
1,0.22828039592797103,0.2204587599574577,0.3288693955331635,0.36617224190048103,0.32647526368904267,0.3642671745189979
2,0.23317057551176765,0.21973065160889654,0.3196314759308617,0.3656801584970727,0.3147903568218632,0.36427782717061796
3,0.2336717726272768,0.21959082615427306,0.2950561411710241,0.37195211230679126,0.28980509376464025,0.36994507193936454
4,0.2229752816349023,0.22128491525462352,0.35067239851754806,0.3620062613851649,0.35066806195348554,0.36086536740657194
0,0.22438281112735908,0.22048544301804798,0.30721333009040863,0.3752795641400788,0.3070790212129856,0.37361609211167923
1,0.22795673743295758,0.21942744576118908,0.3309487450307129,0.372504271839585,0.32838377156485266,0.37020122525370247
2,0.23301629402069038,0.2190102617801362,0.321712458417141,0.3701279123434025,0.31569681932083815,0.3684394410116696
3,0.2325431961881043,0.21867967534079716,0.30186514631134265,0.37709237026913434,0.2966486562921167,0.3751628131542377
4,0.22181743868583736,0.22037047659904418,0.3573975175864832,0.3674612889511111,0.3573941205786092,0.3661367780037291
0,0.22240571363181588,0.2184449184642505,0.3193168256234894,0.38694720669192206,0.3192362513232103,0.3851564212806097
1,0.22702970051116278,0.21686131971697398,0.33577850132911846,0.3867296911629283,0.33383521862999255,0.3848456369725969
2,0.23054156263671738,0.2168727522205281,0.3357314133416226,0.3821730004846928,0.33015481162293303,0.38070716744631483
3,0.23064507521760788,0.2164524547842173,0.3135794680594557,0.38965604026791434,0.3080839279975909,0.38782574900083777
4,0.21981298263612994,0.21823913744867265,0.3689568070229483,0.3797234549430699,0.36895547838877585,0.378338452677757
0,0.2225450988477574,0.21891516107232978,0.31847735516332987,0.38438327774976,0.31838269289070686,0.3825064457357411
1,0.22713146299917625,0.2173252480506665,0.3352314277930457,0.3840926316672981,0.3332378890430907,0.3822108397508064
2,0.23048931811642137,0.21730420478181575,0.3361099168083582,0.3796830696573329,0.33045837315720183,0.3782406403327323
3,0.23074858756399882,0.21690404956577078,0.31289575962462957,0.3870511854928441,0.3074627317477696,0.3852686693174685
4,0.22028282735011534,0.21866093763038097,0.36625716827055155,0.3773229751169551,0.3662549117316387,0.3759331063618696
0,0.22036949657803326,0.21599158438497526,0.33201223088149645,0.40097373320736684,0.33164454058462045,0.39888936845510226
1,0.22591318708549618,0.21387254788690097,0.3423633435020704,0.4034647973485712,0.34037139421604934,0.4016848463829865
2,0.22589060010419615,0.21493498604447117,0.36147242687244596,0.3931471887841519,0.356909201873175,0.39172453564534104
3,0.22766265900724467,0.2144588185001763,0.3317558032972464,0.4011699340993049,0.32586223839132555,0.39905068343024963
4,0.21941533416377929,0.2153668749606504,0.3712369839467574,0.3960746437998227,0.3712365712834722,0.3945942454358047
0,0.22068007382352345,0.21652415717374532,0.3300925525275348,0.3978889630223096,0.3297593225830583,0.39592138387657283
1,0.22597004471854795,0.2144220829348078,0.3420390000606758,0.4004064819836337,0.3400393229341123,0.398606213230856
2,0.22617696623715722,0.215506034334258,0.359923396462145,0.38994067703460644,0.35527764964167974,0.38848805838993616
3,0.22776851419089797,0.21494382888090713,0.3314016381481182,0.39848930910260927,0.3252351916278854,0.3963294501157557
4,0.21969607226690402,0.21590424093397914,0.3696286029296978,0.39311417051301434,0.36962655821190715,0.3915693576555944
0,0.220600088775449,0.21642862605746369,0.330526824592442,0.398247503535231,0.3302450893004313,0.3964543089296806
1,0.22609191381297197,0.21432367640316735,0.3411582860533767,0.4008580948322339,0.3393272772431698,0.39915809198943675
2,0.22586871807190353,0.21551668452104303,0.36188005448221683,0.3899789407668185,0.35703378830590915,0.38842761574528417
3,0.22786698768178112,0.2150658100789335,0.33035435616929254,0.39746462521258585,0.3246516095627575,0.39564408639338444
4,0.2196040910936018,0.2158932832733627,0.3701578489519399,0.3932370607553447,0.3701542904585272,0.3916311147315652
0,0.22101113122686372,0.21677155627419,0.3280757126650877,0.39636641238004455,0.3277468656422623,0.3945401626066085
1,0.226203555795239,0.214569121321721,0.3403531335534977,0.39937258954132715,0.33867464865645713,0.3977811275818829
2,0.22602112854184836,0.2158595915758453,0.36098286036769844,0.3880043716782189,0.3561657810358989,0.3864799306129991
3,0.22814121685701744,0.21536495870919492,0.32884512835582447,0.39577054295615,0.32302511969971803,0.3939616434113079
4,0.21974808264208004,0.21625232297794705,0.36932900192279383,0.39117140197728917,0.3693280563797282,0.38960594554112127
0,0.22066900521846097,0.21468172036067532,0.33017762583837584,0.4078056256886534,0.3298265551444697,0.40615803784920856
1,0.22483812118875018,0.21255983902582185,0.34795019183085096,0.4105095377274828,0.34663448053974877,0.40900699457116907
2,0.2228826570208563,0.21427627297765175,0.3790887416142299,0.39698189542716567,0.37392187509594454,0.39544719636062375
3,0.22635489587944105,0.21363363778422964,0.33983195226420637,0.4054680969705966,0.33358489600380226,0.4036663738518125
4,0.2201107296618723,0.21403039380687677,0.3672760325521328,0.40344592225750553,0.36724476156767205,0.402084746132511
0,0.22083312974552022,0.214832465644742,0.32914593205961684,0.40692401729930094,0.328829289549327,0.40532377674563647
1,0.22467292795916058,0.2128850957402605,0.34894236153947933,0.40868028257656763,0.3475942102325078,0.40719694885470636
2,0.22318302849140043,0.21456822802816722,0.377412233077311,0.39530466841082257,0.3722332490902215,0.3937986471720477
3,0.22618675839631977,0.213902678533177,0.34078833186552293,0.40388631264385666,0.33457456086145065,0.4021634357250875
4,0.22024002744656718,0.21425102458092918,0.3665431809014146,0.40218065484021903,0.36650115510815673,0.4008514026220945
0,0.22019552861311836,0.2134682005886151,0.3328496798488355,0.4140895694718797,0.3326993739077603,0.4128526199762771
1,0.22338113036606932,0.2116849180095114,0.356373329519005,0.4150132515384227,0.35507489239099976,0.41386217359889144
2,0.2215384113874743,0.21341509240776055,0.38654460937876733,0.40176476929794835,0.38145108232483305,0.40029685060723885
3,0.22494612094427846,0.2126147727158527,0.346586533105563,0.4105532971375898,0.34185427649071953,0.40934089831754583
4,0.21876440283795062,0.21298705409898613,0.3750555741184608,0.4091362452799756,0.37496169572170523,0.4078998849819334
0,0.22043037047181094,0.21393290178698754,0.33144064701813136,0.4115977241005546,0.33127524248074214,0.41029350275579923
1,0.22347147175395737,0.21217646258787928,0.35591384663378867,0.41234691730265194,0.35455313649456144,0.41113692155164516
2,0.22179962160040975,0.21388113177852963,0.38504949800235555,0.3991327287160391,0.37999159233614566,0.39767482013694033
3,0.22536102271560368,0.21302564843284327,0.34441691574611544,0.40836069567020383,0.3394242043170185,0.4070558080178769
4,0.21876995335728705,0.21339340999450396,0.3750054266791256,0.40695130139348556,0.37492997821044194,0.40563840579587307
0,0.22007306335316246,0.21194723666357393,0.3336370970226883,0.42240333442191214,0.333441427299106,0.42118967960072196
1,0.22190595916452743,0.21020818930944604,0.36484674238533654,0.4230952879773058,0.3635647194836473,0.4220115253084491
2,0.21975509438995383,0.2121616421980256,0.39654258852162183,0.40881049734137953,0.391369264072429,0.40732063282464426
3,0.22373909388388985,0.21118912812786575,0.3535600770326416,0.418557274425293,0.3488983489109535,0.41723542772945466
4,0.21799181394590128,0.21140479578421953,0.3795545127375798,0.41770759972885296,0.37936867367134985,0.4166645062354958
0,0.21716150589005817,0.21024525754944,0.3512617885010235,0.4318587750851385,0.3509618426689164,0.43044828304546
1,0.22076085318805821,0.20747927636593502,0.3713440454917236,0.43790295164686033,0.37011619256398776,0.4369209552941875
2,0.21883678094458245,0.20966996293088183,0.4021283931126226,0.422816968520047,0.39644533290312756,0.42116003486366627
3,0.22171051546385176,0.20918842858168868,0.365438569959196,0.4297565660761399,0.36065153007383965,0.4282247629870626
4,0.21635454432747056,0.2090106258459185,0.38884263585855494,0.43082878593171314,0.3886564064132698,0.4298022970883255
0,0.21760431016216386,0.21055088989528553,0.3485744650834123,0.43018782855410376,0.34831229502768435,0.42879117121194077
1,0.22081893164753713,0.2079126961489684,0.3710893367891174,0.43566334758851744,0.36978472534231666,0.4345659778827764
2,0.2189049650525426,0.21004935375054334,0.4015096640942335,0.4206096743420299,0.3960691690105258,0.4190633563395513
3,0.22184979395978552,0.20941244887825256,0.3645463310961954,0.42833665288839473,0.3598480006346507,0.4269994768223282
4,0.2166811080296956,0.209299078668461,0.38694727956763253,0.4292881712244764,0.38680950000958947,0.4282273663293251
0,0.21770917321689728,0.21092137366107241,0.3479885837552664,0.4282375547675523,0.34768404984830925,0.42677921311769706
1,0.22079346057700863,0.20841391306218363,0.3713739194967265,0.43309598058075605,0.36993010537644244,0.43183649859661
2,0.21961527773732079,0.21050551031878886,0.3977387068683095,0.4182309547007933,0.3921434863176123,0.41653741846494585
3,0.22182770205506908,0.20994114888428975,0.3650963908301653,0.42562290315396645,0.3599754875489214,0.4241025353827711
4,0.2169182753384304,0.20966489521325904,0.3856422755161323,0.4272004059332789,0.385466435714537,0.42622691147094227
0,0.2180520853298753,0.21133699144225432,0.3459742158717357,0.42608680895710305,0.34562751542312176,0.4245179394254269
1,0.22092569065148407,0.20892452629349434,0.37079311200721365,0.4305080900889636,0.36917519953170796,0.42904909171520056
2,0.21976849552150146,0.21098130936227524,0.39700844435244953,0.4156936381819958,0.39129503062383286,0.4138968730895892
3,0.22201999828246957,0.2103040577052475,0.3640003404296839,0.4236018532875213,0.3588653679121,0.4221097968419144
4,0.21704464010632749,0.21007732641057528,0.38492138279206356,0.42496178701654574,0.38475023962645205,0.42396735657061035
0,0.21602222253280884,0.20978383054049984,0.35821787615801737,0.43421506184532876,0.35775401081949554,0.43294553940595704
1,0.21914062782143295,0.2072015257780001,0.3807551841242247,0.4396001783222473,0.3793280491426446,0.43842752362072035
2,0.2164031886637136,0.2092554810170444,0.41365402852912425,0.42492866829695297,0.40979445076392484,0.4234463094825289
3,0.22045414980760905,0.2085555735919628,0.3725065725462927,0.43288530740288844,0.367876984011805,0.4316790980375673
4,0.21652734325333148,0.2081344260966461,0.38791294510249463,0.4354060146177319,0.3876794756727474,0.43457296243937993
0,0.21608686872245494,0.20931118624754924,0.35775678164518565,0.43672238467080104,0.3573695599243889,0.43549781556659595
1,0.21845169367967687,0.20682459517657031,0.38468748018547216,0.44163259091119,0.3832244507769994,0.44046883405275883
2,0.2158554349271052,0.20888376944482148,0.4167477153050999,0.42690454291273405,0.4127784931807389,0.4254928158024657
3,0.2203705320323662,0.2080231163325615,0.3726984256746225,0.43566836737682835,0.36835641881585723,0.4345773212459624
4,0.2162616253833453,0.20778223285812172,0.38941243703791495,0.43728949682635,0.38918140766185016,0.43648491037518156
0,0.21627904029832712,0.20948921751361774,0.35655667813863523,0.435632351830613,0.3562260363140125,0.43453712368464614
1,0.21863278012550127,0.20722678855002122,0.3837164413528902,0.4394561389155248,0.38220146960421075,0.43829057730964494
2,0.2158036008278716,0.20925062777206452,0.4169096860145505,0.42485488296258367,0.41306048231170445,0.4234730530960471
3,0.22045674102834803,0.20828252172416548,0.3720467468190738,0.43416330072359577,0.36786212396134654,0.4331662747696151
4,0.21639684004048762,0.20805883323193788,0.38865800914555415,0.4357840439976036,0.38841735674859557,0.43498360558498217
0,0.21545770443827117,0.20846467608614563,0.36158463510811645,0.44131669560879616,0.36110631180194397,0.4400545767572127
1,0.21760162490075835,0.2060686613589352,0.38936949622409467,0.44571382169870766,0.38801527214765785,0.4445514777568641
2,0.21456154520074527,0.20836022706412669,0.42385608016968335,0.4298835116795685,0.41979728946765715,0.42836907494390697
3,0.21947407478994221,0.20710917248319388,0.378159570958572,0.44071699786583085,0.3734849606003562,0.43953474514322644
4,0.216367472321631,0.20682474121459302,0.38880861786674015,0.4424919978300679,0.388583344092691,0.4416664679414416
0,0.21565421077599586,0.20828683692376868,0.36032103504460034,0.4421311132217999,0.35994038542151197,0.4410095371031131
1,0.21776480609338458,0.20564067169366473,0.3882825392117166,0.4478692896335872,0.3870970635418223,0.44685633435637817
2,0.21468192442689324,0.20811886090205015,0.42289776208091767,0.4310112836868458,0.41914606423306433,0.4296926715851763
3,0.21928727154326938,0.20677667460048776,0.37897490484984164,0.44239341316249636,0.37455101122101087,0.44133286852141895
4,0.21638067203287395,0.20637988578355193,0.3888049446350198,0.44479285699979354,0.38850874166381744,0.44406570303444237
0,0.2154895768652988,0.20788937393805737,0.36130667938027694,0.4441681815047389,0.36091727610555246,0.44314088670005747
1,0.21812915745018094,0.20508031561115306,0.38609563848840955,0.45087731422020816,0.38504440097613846,0.4498667807737138
2,0.2142972233684838,0.20771878311023553,0.42493691954450685,0.4332004840717659,0.42122593111830664,0.4318832273728136
3,0.21929176937009726,0.20648684706828652,0.379105361697332,0.44405599375980476,0.3745253536434239,0.44289787715865747
4,0.21622043392189538,0.2059686756224918,0.3897141692106185,0.4470141407196655,0.3894140713559938,0.44627888464700693
0,0.2137022921691781,0.20662437993491253,0.3719281220646513,0.4509371945526871,0.37147450075830035,0.4498971748070826
1,0.21671544266450318,0.2036480027692853,0.3938379325211918,0.45822761132768897,0.39298973569729667,0.4575243781849565
2,0.21380004730705868,0.20596939400955308,0.42659848562131486,0.4424772664851435,0.4239083626506207,0.4414121894273545
3,0.21875470990935741,0.20508025178120937,0.38208686614913046,0.4516680413233636,0.3775852563121185,0.45046202197640794
4,0.2145721772039699,0.20472209114962908,0.3989486671685132,0.45366575953024146,0.39868762999751484,0.45296117564535676
0,0.21343001338361348,0.20584864046976173,0.37353981163729477,0.45498419602182893,0.3730750932142747,0.45401997399750316
1,0.21620949160559433,0.20294886279393573,0.39668465236146266,0.4620121850872291,0.3958207197645822,0.4612427094398388
2,0.2135753066383312,0.20510659576210188,0.42803853272063497,0.4471562630004392,0.4251188691325586,0.44608219541382
3,0.2179044460318494,0.204309052448664,0.3864489136819017,0.45581886079833,0.38241430236067986,0.45458729944324616
4,0.21353903864432525,0.20394038615544358,0.40467374084855867,0.457886237465537,0.40446417949575686,0.45713079473157436
0,0.2124644638070366,0.20422757027631047,0.37915889916783996,0.46375205114825835,0.37873463312558575,0.462585364057423
1,0.21628603485509545,0.20105555124663482,0.3967729930665641,0.4719725388989109,0.3953928566665663,0.4712479632390063
2,0.21261535776961712,0.2030892788657473,0.4336566895721491,0.45844744243233204,0.43027504842704856,0.4569246798940457
3,0.21649551190106417,0.20274921162080706,0.3945667935205167,0.4641404578600896,0.3903748970253397,0.46288364603933885
4,0.21167445778178523,0.2023249306600985,0.41512145366359143,0.46631449558031934,0.41481897640723864,0.4656970986403498
0,0.2109716322631914,0.20370320415075135,0.38768294477460963,0.46641667148761645,0.38743431197863687,0.4653415076923171
1,0.21532081229573977,0.20029773741151263,0.4024331096595777,0.4759891145143429,0.400777192077425,0.4752263707996458
2,0.21159512421059376,0.20220699144767892,0.4388931197554726,0.4629144424785735,0.4357295739390563,0.4616330301756565
3,0.21682275512180355,0.2018356545829697,0.39260566775883277,0.4690281051132926,0.3885305497317233,0.467713069959379
4,0.21099758972199245,0.20155497780852066,0.418818957797624,0.4704447808159281,0.41855544099821684,0.4697559683718653
0,0.21055730447398854,0.20301453407178136,0.390137003052893,0.46997752084886824,0.3898379883623746,0.4689504926914704
1,0.21531829782884723,0.19953540147804094,0.40263029949815,0.4800983876427809,0.40079118716780304,0.47921336031361483
2,0.2108955539224731,0.20167365854991945,0.4423034822768015,0.46554694263221674,0.4394545583891768,0.4644692343484732
3,0.21630061033693476,0.20117475230472004,0.39524198606906835,0.47244002637201254,0.3914720412774546,0.47119326462911726
4,0.21051521857755082,0.20078618586668373,0.42145914406083207,0.4744722163201418,0.4212109355729735,0.47379327767303714
0,0.21047101851762054,0.20146536939189016,0.3905676455967033,0.4778766584998442,0.39033797220514554,0.4770242424425237
1,0.21417810219619887,0.1982417109153668,0.4089313547768284,0.48683179813291555,0.40712048041070203,0.4859445234566394
2,0.21044282652038465,0.200179179558793,0.44473975459135284,0.47336795403334786,0.4418586099630156,0.4723768021804602
3,0.214420425959447,0.20025604475707615,0.4054906264915884,0.47717151421853854,0.402005271334113,0.476012054620117
4,0.2085350652997506,0.19969755808257703,0.43239969461355576,0.480073168173224,0.43204816507324484,0.4794838118836193
0,0.20892582202098323,0.20039408677272202,0.3994195531146434,0.48336109451079434,0.39925691565049515,0.4825712530938848
1,0.21328593188245873,0.19718077892381883,0.41372542733858775,0.492334320667549,0.41204953541577294,0.4914319513648764
2,0.2100754219454187,0.1991354996503167,0.447114383339272,0.4789941049353139,0.44380578675102456,0.4778642281032309
3,0.2138567791595727,0.19915790591633104,0.40886210486342867,0.48291046482493505,0.40514503567181825,0.48174305595947176
4,0.20785851241287276,0.19881441192281632,0.4360429586550594,0.4846538114431177,0.4357274133603649,0.48407751249898234
0,0.20829330207496943,0.199878130119368,0.40300604705483223,0.4859084163232047,0.4028888916752268,0.4852322808986519
1,0.2124912861176971,0.19665390044006226,0.41785851057256196,0.4949762062119901,0.41642246324050736,0.4941461669195403
2,0.20927341862038437,0.19842290308949093,0.4511267267932825,0.4826307135878726,0.4480444370986799,0.48159441619188825
3,0.2131433227951443,0.1985613334113819,0.41261685405481596,0.48595550336334914,0.4091074550784567,0.48484325702516473
4,0.20716978003503284,0.19796670296033095,0.4396202005466766,0.4891232272860253,0.4394606156700531,0.4884677346858385
0,0.20798279217853174,0.19853251663152593,0.40493035631321084,0.4930530341008139,0.4046678323217586,0.4921399578045881
1,0.2113744117125276,0.19561328215103632,0.42420414950252383,0.5004389922864038,0.42254101906358554,0.4994855778537963
2,0.20846307466950717,0.19725179985347113,0.4556811242307127,0.4888089468706379,0.45231070170585386,0.48769567626782384
3,0.21195513069386976,0.19729273285780868,0.4191107965957316,0.49248880521620264,0.4156770899485923,0.4914048612948282
4,0.20669472596437846,0.19683290791296212,0.4421577349247009,0.4951052076020316,0.44202837637246506,0.494310251939059
0,0.2065297365354099,0.1966612969680914,0.41307313385542843,0.5022786217897706,0.41295725811235795,0.5016682629890413
1,0.20965167243768118,0.19375406675839135,0.43326955807223344,0.5095287100030557,0.43191544913900726,0.508954687651326
2,0.20676748246544716,0.19557430090978128,0.46399717793343276,0.49717014400052884,0.46118403295138855,0.49637225802501617
3,0.2098948417733263,0.19545546214166915,0.4296354037266693,0.5016675214446507,0.4269815858050018,0.5008332478149513
4,0.20541737721629927,0.19464211462727582,0.4494040737536763,0.5059524506925377,0.44890346305739215,0.5055044810435076
0,0.20644635035778014,0.19605015455284713,0.4134809191690968,0.5053588341777946,0.41343119827383545,0.5047606706502734
1,0.2094383172769759,0.1928357099381752,0.4339807185740807,0.5139542133568327,0.4330711002895029,0.5135985756464816
2,0.20623385466596603,0.1950348053650035,0.4669117040005831,0.49974886220717696,0.4639616085037931,0.4991469597121021
3,0.2095128591101964,0.19473113639083847,0.43206236573549495,0.5053568059204554,0.42906533334198993,0.504526052190365
4,0.2049334384427846,0.19367063432663043,0.4520270923924605,0.510867402960146,0.4514970394401605,0.5104283261212259
0,0.20599246735706403,0.19588691374897677,0.4160808050218042,0.5062536220710381,0.4160075668383616,0.5055850475493016
1,0.20925101204499982,0.19247449294471447,0.4350684268496312,0.515797044770983,0.434084680488226,0.515419108826502
2,0.20593725517678185,0.1946507604985064,0.4684635210681105,0.5017442199416087,0.4655023292249666,0.5011174865572823
3,0.20937111442273573,0.19454097798448833,0.43302490415683315,0.5064346934488678,0.42983759697203594,0.5054932578978191
