,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svr__C,param_svr__epsilon,param_svr__gamma,param_svr__kernel,params,split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,split4_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,split0_train_rmse,split1_train_rmse,split2_train_rmse,split3_train_rmse,split4_train_rmse,mean_train_rmse,std_train_rmse,split0_test_evs,split1_test_evs,split2_test_evs,split3_test_evs,split4_test_evs,mean_test_evs,std_test_evs,rank_test_evs,split0_train_evs,split1_train_evs,split2_train_evs,split3_train_evs,split4_train_evs,mean_train_evs,std_train_evs
0,21.912701511383055,0.352042691210895,8.043327617645264,0.4641135966339397,1,0.1,0.001,rbf,"{'svr__C': 1, 'svr__epsilon': 0.1, 'svr__gamma': 0.001, 'svr__kernel': 'rbf'}",0.17679656070592936,0.18240691366745085,0.1838833371842193,0.1810955408341501,0.18314528640310573,0.1814655277589711,0.0025095713823271087,35,0.156289610977725,0.15425428730175322,0.15343282644175998,0.15461615872188977,0.15474125435194047,0.15466682755901368,0.0009310725990865776,0.5960253792070903,0.5614150827051253,0.5395373139838182,0.5849029537989099,0.570689815171777,0.5705141089733441,0.01949486467700895,2,0.6809565139164204,0.6909975003163862,0.6965285106147212,0.686125115173235,0.686874310426749,0.6882963900895023,0.005209113789598193
1,24.303159093856813,0.7234447859449943,9.349195623397828,0.8907672857889724,1,0.1,0.0001,rbf,"{'svr__C': 1, 'svr__epsilon': 0.1, 'svr__gamma': 0.0001, 'svr__kernel': 'rbf'}",0.21203702288510418,0.2149826443686407,0.21399953003994615,0.2138559300660093,0.21526221314704064,0.21402746810134818,0.0011339343033150032,16,0.20860007364216668,0.20725986190772813,0.207487890647333,0.20791032221124134,0.20701271986813072,0.20765417365531996,0.0005576618369497348,0.417740422101437,0.3923469504006941,0.38273377208775794,0.4220115601929145,0.4091443021369193,0.4047954013839446,0.01499707999815935,21,0.4335115989193472,0.4435772815102915,0.4470325940542865,0.4338257338715298,0.4409778066230051,0.43978500299569206,0.005351639378312712
2,25.50694909095764,0.4773738076658032,10.594136285781861,0.9078946475801847,1,0.1,1e-05,rbf,"{'svr__C': 1, 'svr__epsilon': 0.1, 'svr__gamma': 1e-05, 'svr__kernel': 'rbf'}",0.2574596297962015,0.25619071787533687,0.253138560050662,0.25952437097427433,0.25879382939870815,0.25702142161903657,0.0022523274134910636,8,0.2557781041425393,0.25604815414941046,0.25686860230193265,0.25566136793314276,0.2554326490769866,0.25595777552080234,0.0004967234171884704,0.14282073295759745,0.13461874425028764,0.13320362399687413,0.147390148131209,0.1406502716543515,0.13973670419806394,0.0052496798734176725,29,0.14541711596044837,0.1481860006488004,0.1495355509509878,0.14162276004155105,0.14635304973885976,0.14622289546812947,0.002707579546035104
3,25.382435607910157,0.8286120320823941,10.782642889022828,0.6376097866433984,1,0.1,1e-06,rbf,"{'svr__C': 1, 'svr__epsilon': 0.1, 'svr__gamma': 1e-06, 'svr__kernel': 'rbf'}",0.2751612861027862,0.2727001558711161,0.26925305780558983,0.27811355246106967,0.27634931179647854,0.2743154728074081,0.003082680803293318,3,0.2738064284688304,0.274490218654606,0.27554628810373794,0.27320365575104555,0.27357559576567414,0.27412443734877884,0.0008253061268239276,0.0204109891013311,0.01961646504257486,0.019359276484204768,0.021074802156289985,0.020216309948650868,0.020135568546610316,0.000606074788054053,34,0.020903332060172697,0.021328196505447816,0.021335688482872373,0.019988143227065214,0.021016037927916176,0.020914279640694856,0.0004933793344639796
4,9.520942783355713,0.38004759340110783,4.691686296463013,0.23364855058790981,1,0.2,0.001,rbf,"{'svr__C': 1, 'svr__epsilon': 0.2, 'svr__gamma': 0.001, 'svr__kernel': 'rbf'}",0.18494574986343557,0.19137169162846446,0.19302692569738025,0.19021209350280585,0.1920713596882676,0.19032556407607076,0.002842351713563807,31,0.17189736600009145,0.17041251221664944,0.17074127311575862,0.17044473886649764,0.17099809351385475,0.17089879674257039,0.0005430387276855051,0.5601899205444849,0.5174285931929061,0.49178102082426645,0.542254764424184,0.5263859388669455,0.5276080475705573,0.02308590672973029,6,0.6140274945909441,0.6226857575949543,0.6239955500880354,0.618565498873755,0.6175214319313636,0.6193591466158105,0.0036054448568237194
5,12.943542385101319,0.3913833799210056,6.556981945037842,0.31474411377755174,1,0.2,0.0001,rbf,"{'svr__C': 1, 'svr__epsilon': 0.2, 'svr__gamma': 0.0001, 'svr__kernel': 'rbf'}",0.2196129392307762,0.22204594498633026,0.22116101728129228,0.22108087979742014,0.22331310086543132,0.22144277643225002,0.0012182436018574722,13,0.2170666327086577,0.215777132368391,0.21633822217000181,0.21640233054814237,0.21555560478267843,0.21622798451557426,0.0005293848949709213,0.37553869345015045,0.35326889074006573,0.3434725873145683,0.38436316938777393,0.3671273528260762,0.3647541387437269,0.014773409904508868,24,0.3882842683037475,0.3985958129490257,0.4000713472218077,0.389325959967465,0.3963017300402234,0.3945158236964538,0.004826315023875247
6,15.845561504364014,0.4764290444593965,7.147285509109497,0.17274336446193786,1,0.2,1e-05,rbf,"{'svr__C': 1, 'svr__epsilon': 0.2, 'svr__gamma': 1e-05, 'svr__kernel': 'rbf'}",0.2601809506544447,0.2593361055238239,0.256781122358933,0.26290560134634405,0.2622315262708651,0.2602870612308822,0.002183798535261968,6,0.2591797835995393,0.25952744149077667,0.2602698407148274,0.2591729466157441,0.25888505825052266,0.259407014134282,0.00047703914305492697,0.12352956257377734,0.11618173778404539,0.11565045454356615,0.1289246243360499,0.12366047574410355,0.12158937099630847,0.005027384715392932,31,0.1269757771669966,0.12861665250976362,0.130354115692775,0.12258873176369289,0.1276066215065439,0.1272283797279544,0.002585758487083981
7,16.50740604400635,0.7992543742210397,7.506493091583252,0.2955631903514829,1,0.2,1e-06,rbf,"{'svr__C': 1, 'svr__epsilon': 0.2, 'svr__gamma': 1e-06, 'svr__kernel': 'rbf'}",0.27555541458170874,0.2733163002655123,0.27034131465871886,0.2788413619878356,0.27717656127717266,0.2750461905541896,0.0029775658629474684,2,0.27452871375978893,0.2752012102508414,0.27629853042860036,0.27395873331836945,0.27435159458223185,0.2748677564679664,0.0008204878656626611,0.016707994103830504,0.016128118461696705,0.016104475997721912,0.01767322735216159,0.016921631947882987,0.01670708957265874,0.0005792757764576313,35,0.017274248877828913,0.01763097228072319,0.017892901730205968,0.01660871775365702,0.01738145443584682,0.017357659015652383,0.0004311893763486112
8,5.61685094833374,0.25430507783235057,2.3197654247283936,0.036474349039863345,1,0.3,0.001,rbf,"{'svr__C': 1, 'svr__epsilon': 0.3, 'svr__gamma': 0.001, 'svr__kernel': 'rbf'}",0.2088726199664999,0.2100984720400679,0.21040601433039496,0.21345005362919467,0.21364392357573345,0.21129421670837817,0.001910580788554887,19,0.19955177714354322,0.1994462992998227,0.19958225458922063,0.19991342598615144,0.2001181477068419,0.199722380945116,0.00025222674917093626,0.44831454855652864,0.42423854263663374,0.3980304575846967,0.42827914725333505,0.41575646252538434,0.42292383171131565,0.016408215184722488,18,0.48356702987877165,0.48838723730035993,0.4919535144598809,0.47929146387057997,0.4811792388194799,0.48487569686581444,0.0046687575999333495
9,7.74279556274414,0.4629084874062397,3.8281906127929686,0.25013725080047955,1,0.3,0.0001,rbf,"{'svr__C': 1, 'svr__epsilon': 0.3, 'svr__gamma': 0.0001, 'svr__kernel': 'rbf'}",0.23424613300366423,0.2348545769113387,0.232041606032063,0.23600487412655496,0.23667962866661746,0.2347653637480477,0.0016060642457073552,10,0.23164953344009803,0.23086167711617914,0.23161357830344756,0.23129365899525886,0.2312974855129041,0.23134318667357756,0.00028402570860183414,0.2918127676275889,0.27288529627138114,0.2668473267767435,0.29490019464055617,0.28095406317144034,0.281479929697542,0.01072500236270769,27,0.2988228756878404,0.30718525803211527,0.3079306914509604,0.2973246908549063,0.29991534847626267,0.302235772900417,0.004429005850431638
